id,name,brand,category,type,price,description
1148,Voltas Vacuum Cleaner Edge 128,Voltas,Home Appliances,Vacuum Cleaner,6400,This vacuum cleaner from Voltas is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 6400 rupees.
1149,Havells Water Purifier Sport 135,Havells,Home Appliances,Water Purifier,8839,This water purifier from Havells is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 8839 rupees.
1150,Philips Ceiling Fan Neo 142,Philips,Home Appliances,Ceiling Fan,3480,This ceiling fan from Philips is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 3480 rupees.
1151,Whirlpool Air Purifier Max 149,Whirlpool,Home Appliances,Air Purifier,11559,This air purifier from Whirlpool is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 11559 rupees.
1152,Godrej Geyser Ultra 156,Godrej,Home Appliances,Geyser,4800,This geyser from Godrej is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 4800 rupees.
1153,IFB Dishwasher Sport 163,IFB,Home Appliances,Dishwasher,15679,This dishwasher from IFB is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 15679 rupees.
1154,Whirlpool Washing Machine Elite 170,Whirlpool,Home Appliances,Washing Machine,31679,This washing machine from Whirlpool is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 31679 rupees.
1155,Godrej Refrigerator Classic 177,Godrej,Home Appliances,Refrigerator,70398,This refrigerator from Godrej is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 70398 rupees.
1156,IFB Air Conditioner Edge 184,IFB,Home Appliances,Air Conditioner,46078,This air conditioner from IFB is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 46078 rupees.
1157,LG Microwave Oven Max 191,LG,Home Appliances,Microwave Oven,12959,This microwave oven from LG is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 12959 rupees.
1158,Bosch Vacuum Cleaner Max 198,Bosch,Home Appliances,Vacuum Cleaner,16400,This vacuum cleaner from Bosch is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 16400 rupees.
1159,Blue Star Water Purifier Zen 205,Blue Star,Home Appliances,Water Purifier,8839,This water purifier from Blue Star is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 8839 rupees.
1160,Haier Ceiling Fan Air 212,Haier,Home Appliances,Ceiling Fan,840,This ceiling fan from Haier is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 840 rupees.
1161,Voltas Air Purifier Prime 219,Voltas,Home Appliances,Air Purifier,16319,This air purifier from Voltas is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 16319 rupees.
1162,Havells Geyser Classic 226,Havells,Home Appliances,Geyser,10400,This geyser from Havells is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 10400 rupees.
1163,Philips Dishwasher Lite 233,Philips,Home Appliances,Dishwasher,62719,This dishwasher from Philips is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 62719 rupees.
1164,Voltas Washing Machine Elite 240,Voltas,Home Appliances,Washing Machine,37439,This washing machine from Voltas is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 37439 rupees.
1165,Havells Refrigerator Pro 247,Havells,Home Appliances,Refrigerator,34558,This refrigerator from Havells is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 34558 rupees.
1166,Philips Air Conditioner Sport 254,Philips,Home Appliances,Air Conditioner,92158,This air conditioner from Philips is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 92158 rupees.
1167,Whirlpool Microwave Oven Lite 261,Whirlpool,Home Appliances,Microwave Oven,8159,This microwave oven from Whirlpool is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 8159 rupees.
1168,Godrej Vacuum Cleaner Zen 268,Godrej,Home Appliances,Vacuum Cleaner,22800,This vacuum cleaner from Godrej is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 22800 rupees.
1169,IFB Water Purifier Neo 275,IFB,Home Appliances,Water Purifier,17679,This water purifier from IFB is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 17679 rupees.
1170,LG Ceiling Fan Zen 282,LG,Home Appliances,Ceiling Fan,2520,This ceiling fan from LG is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 2520 rupees.
1171,Bosch Air Purifier Elite 289,Bosch,Home Appliances,Air Purifier,28559,This air purifier from Bosch is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 28559 rupees.
1172,Blue Star Geyser Ultra 296,Blue Star,Home Appliances,Geyser,20800,This geyser from Blue Star is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 20800 rupees.
1173,Haier Dishwasher Air 303,Haier,Home Appliances,Dishwasher,50399,This dishwasher from Haier is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 50399 rupees.
1174,Bosch Washing Machine Air 310,Bosch,Home Appliances,Washing Machine,55679,This washing machine from Bosch is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 55679 rupees.
1175,Blue Star Refrigerator Pro 317,Blue Star,Home Appliances,Refrigerator,76798,This refrigerator from Blue Star is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 76798 rupees.
1176,Haier Air Conditioner Max 324,Haier,Home Appliances,Air Conditioner,21598,This air conditioner from Haier is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 21598 rupees.
1177,Voltas Microwave Oven Nova 331,Voltas,Home Appliances,Microwave Oven,8639,This microwave oven from Voltas is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 8639 rupees.
1178,Havells Vacuum Cleaner Prime 338,Havells,Home Appliances,Vacuum Cleaner,15600,This vacuum cleaner from Havells is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 15600 rupees.
1179,Philips Water Purifier Nova 345,Philips,Home Appliances,Water Purifier,9359,This water purifier from Philips is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 9359 rupees.
1180,Whirlpool Ceiling Fan Zen 352,Whirlpool,Home Appliances,Ceiling Fan,5040,This ceiling fan from Whirlpool is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 5040 rupees.
1181,Godrej Air Purifier Ultra 359,Godrej,Home Appliances,Air Purifier,34679,This air purifier from Godrej is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 34679 rupees.
1182,IFB Geyser Ultra 366,IFB,Home Appliances,Geyser,2000,This geyser from IFB is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 2000 rupees.
1183,LG Dishwasher Nova 373,LG,Home Appliances,Dishwasher,58239,This dishwasher from LG is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 58239 rupees.
1184,Godrej Washing Machine Zen 380,Godrej,Home Appliances,Washing Machine,8639,This washing machine from Godrej is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 8639 rupees.
1185,IFB Refrigerator Core 387,IFB,Home Appliances,Refrigerator,61438,This refrigerator from IFB is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 61438 rupees.
1186,LG Air Conditioner Prime 394,LG,Home Appliances,Air Conditioner,90718,This air conditioner from LG is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 90718 rupees.
1187,Bosch Microwave Oven Nova 401,Bosch,Home Appliances,Microwave Oven,15839,This microwave oven from Bosch is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 15839 rupees.
1188,Blue Star Vacuum Cleaner Plus 408,Blue Star,Home Appliances,Vacuum Cleaner,2400,This vacuum cleaner from Blue Star is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 2400 rupees.
1189,Haier Water Purifier Plus 415,Haier,Home Appliances,Water Purifier,8839,This water purifier from Haier is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 8839 rupees.
1190,Voltas Ceiling Fan Nova 422,Voltas,Home Appliances,Ceiling Fan,5760,This ceiling fan from Voltas is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 5760 rupees.
1191,Havells Air Purifier Plus 429,Havells,Home Appliances,Air Purifier,10879,This air purifier from Havells is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 10879 rupees.
1192,Philips Geyser Pro 436,Philips,Home Appliances,Geyser,6000,This geyser from Philips is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 6000 rupees.
1193,Whirlpool Dishwasher Edge 443,Whirlpool,Home Appliances,Dishwasher,51519,This dishwasher from Whirlpool is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 51519 rupees.
1194,Havells Washing Machine Max 450,Havells,Home Appliances,Washing Machine,54719,This washing machine from Havells is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 54719 rupees.
1195,Philips Refrigerator Prime 457,Philips,Home Appliances,Refrigerator,71678,This refrigerator from Philips is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 71678 rupees.
1196,Whirlpool Air Conditioner Edge 464,Whirlpool,Home Appliances,Air Conditioner,12958,This air conditioner from Whirlpool is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 12958 rupees.
1197,Godrej Microwave Oven Core 471,Godrej,Home Appliances,Microwave Oven,18719,This microwave oven from Godrej is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 18719 rupees.
1198,IFB Vacuum Cleaner Lite 478,IFB,Home Appliances,Vacuum Cleaner,13200,This vacuum cleaner from IFB is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 13200 rupees.
1199,LG Water Purifier Nova 485,LG,Home Appliances,Water Purifier,30679,This water purifier from LG is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 30679 rupees.
1200,Bosch Ceiling Fan Lite 492,Bosch,Home Appliances,Ceiling Fan,2880,This ceiling fan from Bosch is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 2880 rupees.
1201,Blue Star Air Purifier Air 499,Blue Star,Home Appliances,Air Purifier,19039,This air purifier from Blue Star is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 19039 rupees.
1202,Haier Geyser Air 506,Haier,Home Appliances,Geyser,2800,This geyser from Haier is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 2800 rupees.
1203,Voltas Dishwasher Max 513,Voltas,Home Appliances,Dishwasher,33599,This dishwasher from Voltas is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 33599 rupees.
1204,Blue Star Washing Machine Core 520,Blue Star,Home Appliances,Washing Machine,8639,This washing machine from Blue Star is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 8639 rupees.
1205,Haier Refrigerator Zen 527,Haier,Home Appliances,Refrigerator,29438,This refrigerator from Haier is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 29438 rupees.
1206,Voltas Air Conditioner Lite 534,Voltas,Home Appliances,Air Conditioner,38878,This air conditioner from Voltas is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 38878 rupees.
1207,Havells Microwave Oven Sport 541,Havells,Home Appliances,Microwave Oven,20639,This microwave oven from Havells is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 20639 rupees.
1208,Philips Vacuum Cleaner Zen 548,Philips,Home Appliances,Vacuum Cleaner,3200,This vacuum cleaner from Philips is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 3200 rupees.
1209,Whirlpool Water Purifier Classic 555,Whirlpool,Home Appliances,Water Purifier,30679,This water purifier from Whirlpool is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 30679 rupees.
1210,Godrej Ceiling Fan Classic 562,Godrej,Home Appliances,Ceiling Fan,3600,This ceiling fan from Godrej is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 3600 rupees.
1211,IFB Air Purifier Zen 569,IFB,Home Appliances,Air Purifier,8159,This air purifier from IFB is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 8159 rupees.
1212,LG Geyser Edge 576,LG,Home Appliances,Geyser,14000,This geyser from LG is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 14000 rupees.
1213,Bosch Dishwasher Classic 583,Bosch,Home Appliances,Dishwasher,50399,This dishwasher from Bosch is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 50399 rupees.
1214,IFB Washing Machine Pro 590,IFB,Home Appliances,Washing Machine,39359,This washing machine from IFB is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 39359 rupees.
1215,LG Refrigerator Classic 597,LG,Home Appliances,Refrigerator,62718,This refrigerator from LG is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 62718 rupees.
1216,Bosch Air Conditioner Classic 604,Bosch,Home Appliances,Air Conditioner,71998,This air conditioner from Bosch is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 71998 rupees.
1217,Blue Star Microwave Oven Core 611,Blue Star,Home Appliances,Microwave Oven,8639,This microwave oven from Blue Star is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 8639 rupees.
1218,Haier Vacuum Cleaner Pro 618,Haier,Home Appliances,Vacuum Cleaner,13200,This vacuum cleaner from Haier is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 13200 rupees.
1219,Voltas Water Purifier Edge 625,Voltas,Home Appliances,Water Purifier,32239,This water purifier from Voltas is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 32239 rupees.
1220,Havells Ceiling Fan Edge 632,Havells,Home Appliances,Ceiling Fan,3600,This ceiling fan from Havells is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 3600 rupees.
1221,Philips Air Purifier Classic 639,Philips,Home Appliances,Air Purifier,31279,This air purifier from Philips is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 31279 rupees.
1222,Whirlpool Geyser Core 646,Whirlpool,Home Appliances,Geyser,13200,This geyser from Whirlpool is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 13200 rupees.
1223,Godrej Dishwasher Classic 653,Godrej,Home Appliances,Dishwasher,64959,This dishwasher from Godrej is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 64959 rupees.
1224,Philips Washing Machine Elite 660,Philips,Home Appliances,Washing Machine,44159,This washing machine from Philips is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 44159 rupees.
1225,Whirlpool Refrigerator Air 667,Whirlpool,Home Appliances,Refrigerator,46078,This refrigerator from Whirlpool is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 46078 rupees.
1226,Godrej Air Conditioner Pro 674,Godrej,Home Appliances,Air Conditioner,40318,This air conditioner from Godrej is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 40318 rupees.
1227,IFB Microwave Oven Pro 681,IFB,Home Appliances,Microwave Oven,29759,This microwave oven from IFB is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 29759 rupees.
1228,LG Vacuum Cleaner Nova 688,LG,Home Appliances,Vacuum Cleaner,12800,This vacuum cleaner from LG is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 12800 rupees.
1229,Bosch Water Purifier Plus 695,Bosch,Home Appliances,Water Purifier,14559,This water purifier from Bosch is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 14559 rupees.
1230,Blue Star Ceiling Fan Core 702,Blue Star,Home Appliances,Ceiling Fan,2280,This ceiling fan from Blue Star is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 2280 rupees.
1231,Haier Air Purifier Classic 709,Haier,Home Appliances,Air Purifier,26519,This air purifier from Haier is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 26519 rupees.
1232,Voltas Geyser Ultra 716,Voltas,Home Appliances,Geyser,4400,This geyser from Voltas is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 4400 rupees.
1233,Havells Dishwasher Lite 723,Havells,Home Appliances,Dishwasher,53759,This dishwasher from Havells is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 53759 rupees.
1234,Haier Washing Machine Air 730,Haier,Home Appliances,Washing Machine,16319,This washing machine from Haier is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 16319 rupees.
1235,Voltas Refrigerator Neo 737,Voltas,Home Appliances,Refrigerator,61438,This refrigerator from Voltas is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 61438 rupees.
1236,Havells Air Conditioner Prime 744,Havells,Home Appliances,Air Conditioner,54718,This air conditioner from Havells is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 54718 rupees.
1237,Philips Microwave Oven Prime 751,Philips,Home Appliances,Microwave Oven,19679,This microwave oven from Philips is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 19679 rupees.
1238,Whirlpool Vacuum Cleaner Elite 758,Whirlpool,Home Appliances,Vacuum Cleaner,13600,This vacuum cleaner from Whirlpool is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 13600 rupees.
1239,Godrej Water Purifier Sport 765,Godrej,Home Appliances,Water Purifier,15079,This water purifier from Godrej is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 15079 rupees.
1240,IFB Ceiling Fan Edge 772,IFB,Home Appliances,Ceiling Fan,3720,This ceiling fan from IFB is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 3720 rupees.
1241,LG Air Purifier Classic 779,LG,Home Appliances,Air Purifier,12239,This air purifier from LG is a mid range value for money pick designed for daily use. It offers suitable for small apartments, copper condenser for durability and energy efficient five star rating. Ideal choice for customers looking for a reliable air purifier in the home appliances category at around 12239 rupees.
1242,Bosch Geyser Nova 786,Bosch,Home Appliances,Geyser,12800,This geyser from Bosch is a entry level basic model designed for daily use. It offers inverter technology saves electricity, inverter technology saves electricity and suitable for small apartments. Ideal choice for customers looking for a reliable geyser in the home appliances category at around 12800 rupees.
1243,Blue Star Dishwasher Sport 793,Blue Star,Home Appliances,Dishwasher,58239,This dishwasher from Blue Star is a professional grade performance designed for daily use. It offers one year onsite warranty, low noise operation and easy to clean design. Ideal choice for customers looking for a reliable dishwasher in the home appliances category at around 58239 rupees.
1244,LG Washing Machine Zen 800,LG,Home Appliances,Washing Machine,50879,This washing machine from LG is a budget friendly option designed for daily use. It offers energy efficient five star rating, easy to clean design and low noise operation. Ideal choice for customers looking for a reliable washing machine in the home appliances category at around 50879 rupees.
1245,Bosch Refrigerator Nova 807,Bosch,Home Appliances,Refrigerator,56318,This refrigerator from Bosch is a premium quality product designed for daily use. It offers low noise operation, suitable for small apartments and inverter technology saves electricity. Ideal choice for customers looking for a reliable refrigerator in the home appliances category at around 56318 rupees.
1246,Blue Star Air Conditioner Ultra 814,Blue Star,Home Appliances,Air Conditioner,77758,This air conditioner from Blue Star is a mid range value for money pick designed for daily use. It offers large capacity for big families, energy efficient five star rating and copper condenser for durability. Ideal choice for customers looking for a reliable air conditioner in the home appliances category at around 77758 rupees.
1247,Haier Microwave Oven Prime 821,Haier,Home Appliances,Microwave Oven,24479,This microwave oven from Haier is a entry level basic model designed for daily use. It offers quick cooling performance, quick cooling performance and large capacity for big families. Ideal choice for customers looking for a reliable microwave oven in the home appliances category at around 24479 rupees.
1248,Voltas Vacuum Cleaner Lite 828,Voltas,Home Appliances,Vacuum Cleaner,2800,This vacuum cleaner from Voltas is a professional grade performance designed for daily use. It offers easy to clean design, child lock safety feature and one year onsite warranty. Ideal choice for customers looking for a reliable vacuum cleaner in the home appliances category at around 2800 rupees.
1249,Havells Water Purifier Air 835,Havells,Home Appliances,Water Purifier,18719,This water purifier from Havells is a budget friendly option designed for daily use. It offers copper condenser for durability, one year onsite warranty and child lock safety feature. Ideal choice for customers looking for a reliable water purifier in the home appliances category at around 18719 rupees.
1250,Philips Ceiling Fan Classic 842,Philips,Home Appliances,Ceiling Fan,7440,This ceiling fan from Philips is a premium quality product designed for daily use. It offers child lock safety feature, large capacity for big families and quick cooling performance. Ideal choice for customers looking for a reliable ceiling fan in the home appliances category at around 7440 rupees.
